2018/6/17	224 	393	67	529	645	4668 	101 	56.02
2018/6/18	224 	393	67	529	645	6456 	98 	77.47
2018/6/19	224 	393	67	529	645	7955 	70 	95.46
2018/6/20	224 	393	67	529	645	4633 	106 	55.60
2018/6/21	224 	393	67	529	645	6474 	92 	77.69
2018/6/22	224 	393	67	529	645	6345 	95 	76.14
2018/6/23	224 	393	67	529	645	5362 	78 	64.34
2018/6/24	224 	393	67	529	645	5732 	106 	68.78
2018/6/25	224 	393	67	529	645	6734 	98 	80.81
2018/6/26	224 	393	67	529	645	6333 	87 	76.00
2018/6/27	224 	393	67	529	645	8464 	88 	101.57
2018/6/28	224 	393	67	529	645	8539 	134 	102.47
2018/6/29	224 	393	67	529	645	7954 	111 	95.45
2018/6/30	224 	393	67	529	645	6368 	102 	76.42
2018/6/1	224 	393	67	527	646	5427 	91 	81.41
2018/6/2	224 	393	67	527	646	7343 	88 	110.15
2018/6/3	224 	393	67	527	646	4575 	102 	68.63
2018/6/4	224 	393	67	527	646	5736 	79 	86.04
2018/6/5	224 	393	67	527	646	8085 	83 	121.28
2018/6/6	224 	393	67	527	646	5674 	94 	85.11
2018/6/7	224 	393	67	527	646	7955 	85 	119.33
2018/6/8	224 	393	67	527	646	7685 	83 	115.28
2018/6/9	224 	393	67	527	646	7844 	78 	117.66
2018/6/10	224 	393	67	527	646	8543 	93 	128.15
2018/6/11	224 	393	67	527	646	7903 	89 	118.55
2018/6/12	224 	393	67	527	646	9012 	72 	135.18
2018/6/13	224 	393	67	527	646	5678 	89 	85.17
2018/6/14	224 	393	67	527	646	7446 	92 	111.69
2018/6/15	224 	393	67	527	646	7680 	102 	115.20
2018/6/16	224 	393	67	527	646	6031 	101 	90.47
2018/6/17	224 	393	67	527	646	4835 	103 	72.53
2018/6/18	224 	393	67	527	646	8843 	82 	132.65
2018/6/19	224 	393	67	527	646	4678 	92 	70.17
2018/6/20	224 	393	67	527	646	4796 	81 	71.94
2018/6/21	224 	393	67	527	646	5065 	95 	75.98
2018/6/22	224 	393	67	527	646	4766 	93 	71.49
2018/6/23	224 	393	67	527	646	6895 	102 	103.43
2018/6/24	224 	393	67	527	646	6877 	143 	103.16
2018/6/25	224 	393	67	527	646	6954 	104 	104.31
2018/6/26	224 	393	67	527	646	7935 	93 	119.03
2018/6/27	224 	393	67	527	646	7240 	92 	108.60
2018/6/28	224 	393	67	527	646	4602 	75 	69.03
2018/6/29	224 	393	67	527	646	9535 	103 	143.03
2018/6/30	224 	393	67	527	646	7865 	867 	117.98
2018/6/1	224 	393	67	527	647	6520 	127 	97.80
2018/6/2	224 	393	67	527	647	5434 	86 	81.51
2018/6/3	224 	393	67	527	647	6586 	64 	98.79
2018/6/4	224 	393	67	527	647	9304 	68 	139.56
2018/6/5	224 	393	67	527	647	8034 	102 	120.51
2018/6/6	224 	393	67	527	647	6303 	95 	94.55
2018/6/7	224 	393	67	527	647	3545 	83 	53.18
2018/6/8	224 	393	67	527	647	4876 	92 	73.14
2018/6/9	224 	393	67	527	647	5633 	107 	84.50
2018/6/10	224 	393	67	527	647	6865 	104 	102.98
2018/6/11	224 	393	67	527	647	5389 	92 	80.84
2018/6/12	224 	393	67	527	647	9654 	123 	144.81
2018/6/13	224 	393	67	527	647	8944 	102 	134.16
2018/6/14	224 	393	67	527	647	7797 	92 	116.96
2018/6/15	224 	393	67	527	647	9575 	85 	143.63
2018/6/16	224 	393	67	527	647	4678 	76 	70.17
2018/6/17	224 	393	67	527	647	5854 	63 	87.81
2018/6/18	224 	393	67	527	647	5796 	62 	86.94
2018/6/19	224 	393	67	527	647	4029 	72 	60.44
2018/6/20	224 	393	67	527	647	4983 	59 	74.75
2018/6/21	224 	393	67	527	647	5043 	49 	75.65
2018/6/22	224 	393	67	527	647	4037 	63 	60.56
2018/6/23	224 	393	67	527	647	5032 	72 	75.48
2018/6/24	224 	393	67	527	647	5744 	83 	86.16
2018/6/25	224 	393	67	527	647	6543 	71 	98.15
2018/6/26	224 	393	67	527	647	8454 	62 	126.81
2018/6/27	224 	393	67	527	647	5754 	68 	86.31
2018/6/28	224 	393	67	527	647	8683 	87 	130.25
2018/6/29	224 	393	67	527	647	9023 	91 	135.35
2018/6/30	224 	393	67	527	647	5633 	85 	84.50
2018/6/1	224 	393	67	527	648	6189 	151 	92.84
2018/6/2	224 	393	67	527	648	5356 	49 	80.34
2018/6/3	224 	393	67	527	648	5744 	76 	86.16
2018/6/4	224 	393	67	527	648	7355 	58 	110.33
2018/6/5	224 	393	67	527	648	5754 	63 	86.31
2018/6/6	224 	393	67	527	648	8655 	92 	129.83
2018/6/7	224 	393	67	527	648	5754 	85 	86.31
2018/6/8	224 	393	67	527	648	7941 	82 	119.12
2018/6/9	224 	393	67	527	648	6820 	111 	102.30
2018/6/10	224 	393	67	527	648	6732 	102 	100.98
2018/6/11	224 	393	67	527	648	8210 	95 	123.15
2018/6/12	224 	393	67	527	648	6884 	83 	103.26
2018/6/13	224 	393	67	527	648	9302 	57 	139.53
2018/6/14	224 	393	67	527	648	9088 	90 	136.32
2018/6/15	224 	393	67	527	648	7200 	93 	108.00
2018/6/16	224 	393	67	527	648	7302 	89 	109.53
2018/6/17	224 	393	67	527	648	7446 	103 	111.69
2018/6/18	224 	393	67	527	648	5023 	82 	75.35
2018/6/19	224 	393	67	527	648	4542 	102 	68.13
2018/6/20	224 	393	67	527	648	5644 	112 	84.66
2018/6/21	224 	393	67	527	648	8433 	104 	126.50
2018/6/22	224 	393	67	527	648	5632 	79 	84.48
2018/6/23	224 	393	67	527	648	5363 	85 	80.45
2018/6/24	224 	393	67	527	648	7643 	72 	114.65
2018/6/25	224 	393	67	527	648	8627 	94 	129.41
2018/6/26	224 	393	67	527	648	9523 	93 	142.85
2018/6/27	224 	393	67	527	648	9028 	134 	135.42
2018/6/28	224 	393	67	527	648	8733 	104 	131.00
2018/6/29	224 	393	67	527	648	7642 	92 	114.63
2018/6/30	224 	393	67	527	648	8573 	103 	128.60
2018/6/1	224 	393	67	527	649	6342 	127 	95.13
2018/6/2	224 	393	67	527	649	5456 	76 	81.84
2018/6/3	224 	393	67	527	649	6434 	57 	96.51
2018/6/4	224 	393	67	527	649	4655 	46 	69.83
2018/6/5	224 	393	67	527	649	4765 	75 	71.48
2018/6/6	224 	393	67	527	649	8345 	85 	125.18
2018/6/7	224 	393	67	527	649	5876 	75 	88.14
2018/6/8	224 	393	67	527	649	5768 	103 	86.52
2018/6/9	224 	393	67	527	649	5544 	93 	83.16
2018/6/10	224 	393	67	527	649	7955 	82 	119.33
2018/6/11	224 	393	67	527	649	4768 	79 	71.52
2018/6/12	224 	393	67	527	649	8668 	126 	130.02
2018/6/13	224 	393	67	527	649	5764 	102 	86.46
2018/6/14	224 	393	67	527	649	7444 	80 	111.66
2018/6/15	224 	393	67	527	649	9204 	78 	138.06
2018/6/16	224 	393	67	527	649	3755 	79 	56.33
2018/6/17	224 	393	67	527	649	4344 	58 	65.16
2018/6/18	224 	393	67	527	649	3675 	93 	55.13
2018/6/19	224 	393	67	527	649	5833 	72 	87.50
2018/6/20	224 	393	67	527	649	6012 	102 	90.18
2018/6/21	224 	393	67	527	649	4998 	121 	74.97
2018/6/22	224 	393	67	527	649	6456 	87 	96.84
2018/6/23	224 	393	67	527	649	8453 	98 	126.80
2018/6/24	224 	393	67	527	649	5964 	82 	89.46
2018/6/25	224 	393	67	527	649	4576 	84 	68.64
2018/6/26	224 	393	67	527	649	8644 	76 	129.66
2018/6/27	224 	393	67	527	649	8664 	95 	129.96
2018/6/28	224 	393	67	527	649	8561 	120 	128.42
2018/6/29	224 	393	67	527	649	9044 	82 	135.66
2018/6/30	224 	393	67	527	649	6673 	78 	100.10
2018/6/1	224 	393	67	527	650	5591 	126 	83.87
2018/6/2	224 	393	67	527	650	5643 	82 	84.65
2018/6/3	224 	393	67	527	650	5743 	84 	86.15
2018/6/4	224 	393	67	527	650	6765 	93 	101.48
2018/6/5	224 	393	67	527	650	7054 	83 	105.81
2018/6/6	224 	393	67	527	650	5474 	93 	82.11
2018/6/7	224 	393	67	527	650	7543 	82 	113.15
2018/6/8	224 	393	67	527	650	6432 	95 	96.48
2018/6/9	224 	393	67	527	650	7434 	83 	111.51
2018/6/10	224 	393	67	527	650	6453 	79 	96.80
2018/6/11	224 	393	67	527	650	7433 	89 	111.50
2018/6/12	224 	393	67	527	650	5563 	78 	83.45
2018/6/13	224 	393	67	527	650	4676 	83 	70.14
2018/6/14	224 	393	67	527	650	6743 	90 	101.15
2018/6/15	224 	393	67	527	650	5743 	91 	86.15
2018/6/16	224 	393	67	527	650	7445 	90 	111.68
2018/6/17	224 	393	67	527	650	6853 	93 	102.80
2018/6/18	224 	393	67	527	650	5743 	83 	86.15
2018/6/19	224 	393	67	527	650	4755 	85 	71.33
2018/6/20	224 	393	67	527	650	4765 	83 	71.48
2018/6/21	224 	393	67	527	650	5634 	76 	84.51
2018/6/22	224 	393	67	527	650	8644 	96 	129.66
2018/6/23	224 	393	67	527	650	6754 	89 	101.31
2018/6/24	224 	393	67	527	650	6543 	104 	98.15
2018/6/25	224 	393	67	527	650	5765 	121 	86.48
2018/6/26	224 	393	67	527	650	6844 	98 	102.66
2018/6/27	224 	393	67	527	650	6786 	92 	101.79
2018/6/28	224 	393	67	527	650	6846 	82 	102.69
2018/6/29	224 	393	67	527	650	6856 	94 	102.84
2018/6/30	224 	393	67	527	650	8654 	97 	129.81
2018/6/1	224 	393	67	525	651	5760 	73 	86.40
2018/6/2	224 	393	67	525	651	5757 	85 	86.36
2018/6/3	224 	393	67	525	651	7646 	83 	114.69
2018/6/4	224 	393	67	525	651	7657 	93 	114.86
2018/6/5	224 	393	67	525	651	4677 	89 	70.16
2018/6/6	224 	393	67	525	651	5765 	82 	86.48
2018/6/7	224 	393	67	525	651	5644 	94 	84.66
2018/6/8	224 	393	67	525	651	6586 	83 	98.79
2018/6/9	224 	393	67	525	651	6857 	80 	102.86
2018/6/10	224 	393	67	525	651	9745 	85 	146.18
2018/6/11	224 	393	67	525	651	6865 	93 	102.98
2018/6/12	224 	393	67	525	651	7685 	87 	115.28
2018/6/13	224 	393	67	525	651	6769 	88 	101.54
2018/6/14	224 	393	67	525	651	8567 	92 	128.51
2018/6/15	224 	393	67	525	651	7327 	90 	109.91
2018/6/16	224 	393	67	525	651	9433 	84 	141.50
2018/6/17	224 	393	67	525	651	6853 	95 	102.80
2018/6/18	224 	393	67	525	651	7532 	85 	112.98
2018/6/19	224 	393	67	525	651	9537 	83 	143.06
2018/6/20	224 	393	67	525	651	9538 	73 	143.07
2018/6/21	224 	393	67	525	651	7436 	79 	111.54
2018/6/22	224 	393	67	525	651	6655 	99 	99.83
2018/6/23	224 	393	67	525	651	8547 	75 	128.21
2018/6/24	224 	393	67	525	651	8543 	87 	128.15
2018/6/25	224 	393	67	525	651	8549 	104 	128.24
2018/6/26	224 	393	67	525	651	8538 	116 	128.07
2018/6/27	224 	393	67	525	651	8353 	108 	125.30
2018/6/28	224 	393	67	525	651	8401 	89 	126.02
2018/6/29	224 	393	67	525	651	9031 	94 	135.47
2018/6/30	224 	393	67	525	651	7474 	102 	112.11
2018/6/1	224 	393	67	525	652	6905 	138 	103.58
2018/6/2	224 	393	67	525	652	6876 	106 	103.14
2018/6/3	224 	393	67	525	652	8054 	102 	120.81
2018/6/4	224 	393	67	525	652	5976 	99 	89.64
2018/6/5	224 	393	67	525	652	6943 	95 	104.15
2018/6/6	224 	393	67	525	652	7656 	94 	114.84
2018/6/7	224 	393	67	525	652	6905 	99 	103.58
2018/6/8	224 	393	67	525	652	4964 	95 	74.46
2018/6/9	224 	393	67	525	652	7943 	94 	119.15
2018/6/10	224 	393	67	525	652	5866 	98 	87.99
2018/6/11	224 	393	67	525	652	7557 	97 	113.36
2018/6/12	224 	393	67	525	652	7546 	93 	113.19
2018/6/13	224 	393	67	525	652	8644 	89 	129.66
2018/6/14	224 	393	67	525	652	9754 	102 	146.31
2018/6/15	224 	393	67	525	652	8532 	105 	127.98
2018/6/16	224 	393	67	525	652	8536 	103 	128.04
2018/6/17	224 	393	67	525	652	8520 	102 	127.80
2018/6/18	224 	393	67	525	652	9302 	98 	139.53
2018/6/19	224 	393	67	525	652	8428 	89 	126.42
2018/6/20	224 	393	67	525	652	9479 	97 	142.19
2018/6/21	224 	393	67	525	652	6942 	96 	104.13
2018/6/22	224 	393	67	525	652	7368 	93 	110.52
2018/6/23	224 	393	67	525	652	9638 	92 	144.57
2018/6/24	224 	393	67	525	652	5835 	93 	87.53
2018/6/25	224 	393	67	525	652	7865 	91 	117.98
2018/6/26	224 	393	67	525	652	9435 	90 	141.53
2018/6/27	224 	393	67	525	652	8533 	102 	128.00
2018/6/28	224 	393	67	525	652	6835 	109 	102.53
2018/6/29	224 	393	67	525	652	6643 	98 	99.65
2018/6/30	224 	393	67	525	652	9643 	105 	144.65
2018/6/1	224 	393	67	525	652	6191 	105 	92.87
2018/6/2	224 	393	67	525	652	8743 	125 	131.15
2018/6/3	224 	393	67	525	652	7455 	97 	111.83
2018/6/4	224 	393	67	525	652	6843 	83 	102.65
2018/6/5	224 	393	67	525	652	5853 	98 	87.80
2018/6/6	224 	393	67	525	652	7420 	82 	111.30
2018/6/7	224 	393	67	525	652	6732 	91 	100.98
2018/6/8	224 	393	67	525	652	8435 	120 	126.53
2018/6/9	224 	393	67	525	652	7323 	98 	109.85
2018/6/10	224 	393	67	525	652	7356 	94 	110.34
2018/6/11	224 	393	67	525	652	5765 	82 	86.48
2018/6/12	224 	393	67	525	652	8646 	84 	129.69
2018/6/13	224 	393	67	525	652	6874 	82 	103.11
2018/6/14	224 	393	67	525	652	8954 	95 	134.31
2018/6/15	224 	393	67	525	652	6733 	93 	101.00
2018/6/16	224 	393	67	525	652	7853 	82 	117.80
2018/6/17	224 	393	67	525	652	8764 	102 	131.46
2018/6/18	224 	393	67	525	652	9628 	99 	144.42
2018/6/19	224 	393	67	525	652	6843 	96 	102.65
2018/6/20	224 	393	67	525	652	9453 	94 	141.80
2018/6/21	224 	393	67	525	652	5733 	92 	86.00
2018/6/22	224 	393	67	525	652	8356 	72 	125.34
2018/6/23	224 	393	67	525	652	6832 	89 	102.48
2018/6/24	224 	393	67	525	652	6835 	78 	102.53
2018/6/25	224 	393	67	525	652	4575 	93 	68.63
2018/6/26	224 	393	67	525	652	8553 	130 	128.30
2018/6/27	224 	393	67	525	652	8534 	112 	128.01
2018/6/28	224 	393	67	525	652	6834 	104 	102.51
2018/6/29	224 	393	67	525	652	5793 	92 	86.90
2018/6/30	224 	393	67	525	652	8934 	103 	134.01
